Time,Avg_Intelligence,Avg_Knowledge,Truth_Adoption,Apparent_Truth,Truth_Distortion,Avg_Suppression,Event_Horizon,Beyond_Horizon,Lifecycle_Intensity,Lifecycle_Phase,Inflation_Multiplier,Is_Inflating,Dark_Energy_Effect,Background_Knowledge,Knowledge_Suppression_Ratio,Critical_Transition
121,0.0,5.7589073142184245e-06,40.0000450480954,40.00006006414223,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0010077189895713904,0.23617442733060467,10.0,False
122,0.0,5.183016582796582e-06,40.00003378606521,40.0000450480954,0.0,0.0,15.0,True,2.0,2,1.18,True,0.001036100388011284,0.24967705948797872,10.0,False
123,0.0,4.664714924516925e-06,40.00002533954534,40.00003378606521,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0010641584613182273,0.2658461457205519,10.0,False
124,0.0,4.1982434320652324e-06,40.000019004657,40.00002533954534,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0010919208546236135,0.2840397804780178,10.0,False
125,0.0,3.778419088858709e-06,40.00001425349162,40.000019004657,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0011194122209814102,0.30353533482147116,10.0,False
126,0.0,3.4005771799728385e-06,40.00001069011808,40.00001425349162,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0011466546448263908,0.32355826549303063,10.0,False
127,0.0,3.060519461975555e-06,40.0000080175882,40.00001069011808,0.0,0.0,15.0,True,2.0,2,1.18,True,0.001173667991965878,0.34331299364282425,10.0,False
128,0.0,2.7544675157779994e-06,40.00000601319095,40.0000080175882,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0012004702010534943,0.36201462217601604,10.0,False
129,0.0,2.4790207642001995e-06,40.000004509893095,40.00000601319095,0.0,0.0,15.0,True,2.0,2,1.18,True,0.001227077528033003,0.3789202272494048,10.0,False
130,0.0,2.2311186877801794e-06,40.000003382419756,40.000004509893095,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0012535047524715513,0.3933584764244474,10.0,False
131,0.0,2.0080068190021616e-06,40.00000253681478,40.000003382419756,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0012797653527729228,0.40475639269447855,10.0,False
132,0.0,1.8072061371019455e-06,40.00000190261107,40.00000253681478,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0013058716557978983,0.4126621973888839,10.0,False
133,0.0,1.6264855233917512e-06,40.00000142695829,40.00000190261107,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0013318349652974403,0.41676332127979,10.0,False
